product_url,item_type,image_link,auction_date,location,product_name,lot_id,auctioner,description,website
https://touch.bismanonline.com/bismarck_nd/set_of_large_stainless_steele_grill_tools,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/8/88/8802/08/m_08439426b37173fba1e0d92b6b93b545.jpg,te('October 4th 2022',"Bismarck, ND",Set of large stainless steele grill tools.,4158266,Ian,"
",bismanonline
https://touch.bismanonline.com/buchanan_nd/two_brand_new_16_x_6_5_steel_rims_5_lug_115mm,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/46/467/46771/6e/m_6ebf0e7e4b6e41c29ddc5c32167e5126.jpg,te('October 5th 2022',"Buchanan, ND","Two brand new 16"" X 6.5"" steel rims, 5 lug, 115mm or 4.528"" bolt circle, 64mm cent",4223019,Hilltop Icelandics,"Two brand new 16"" X 6.5"" steel rims, 5 lug, 115mm or 4.528"" bolt circle, 64mm center bore,",bismanonline
https://touch.bismanonline.com/bismarck_nd/new_9_inch_3_4_inch_steel_bolts,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/1/16/1635/6e/m_6e2811be48e498a566a0a7545827c003.jpg,te('October 5th 2022',"Bismarck, ND",New 9 inch 3/4 inch steel bolts,3702722,Don,New 9 inch 3/4 inch steel bolts,bismanonline
https://touch.bismanonline.com/bismarck_nd/steel_built_shop_condos_for_sale_223_transport_l,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/489/4898/489833/f5/m_f5ce65415109ee76547b86c733d46f29.jpg,te('October 3rd 2022',"Bismarck, ND","Steel Built Shop Condos for Sale - 223 Transport Lane, Bismarck",4117884,Chris Volk - Rise Property Brokers,Steel Built Shop Condos for Sale. 223 Transport Lane Bismarck,bismanonline
https://touch.bismanonline.com/minot_nd/6_5_grindale_with_ss_fluted_wydle_barrel_brand_new,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/579/5799/579907/e9/m_e972d971badf08b2c48407afc7612c0b.jpg,te('October 5th 2022',"Minot, ND",6.5 grindale with stainless steel fluted barrel brand new with ammo might trade fo,4199878,MDF,6.5 grindale with ss fluted wydle barrel brand new with ammo might trade for different firearm,bismanonline
https://touch.bismanonline.com/williston_nd/cold_steel_shamshir_b,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/439/4390/439010/da/m_daeb6ca53accbea447e936c6c532c28e.jpg,te('October 6th 2022',"Williston, ND",Cold Steel shamshir,3558579,Travis,Cold Steel shamshir,bismanonline
https://touch.bismanonline.com/cedar_mn/ford_truck_with_cat_engine_with_stainless_steel_fe,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/118/1185/118597/70/m_7069f4b7eeecb21eb4db124c5d6e1bd0.jpg,te('October 6th 2022',"Cedar, MN",Ford Truck with cat engine with stainless steel fertilizer tender,4081410,plowboy,"
",bismanonline
https://touch.bismanonline.com/mandan_nd/solas_stainless_steel_propeller,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/41/413/41308/48/m_48454eeb5a9b08d0fd599ee4e5d5264b.jpg,'September 29th 2022',"Mandan, ND",Solas Stainless Steel Propeller,3477197,Troy & Lisa,"It is a 13 Spline. Hub Diameter is 3 inches. We had it on a 55HP Johnson 2 stroke. It can be used on Johnson, Evinrude BRP Small (gearcase).",bismanonline
https://touch.bismanonline.com/crosby_nd/old_steel_wheels_from_trashing_machine_old_hay_r,steel,,te('October 6th 2022',"Crosby, ND",old steel wheels from trashing machine & old hay rack,3894858,Gary,old steel wheels from trashing machine & old hay rack,bismanonline
https://touch.bismanonline.com/west_fargo_nd/estate_12ga_3in_steel_4_shot,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/513/5138/513813/27/m_27a2e5c9fa2ff0933be981ccfc145274.jpg,te('October 6th 2022',"West Fargo, ND",Estate 12ga 3in Steel 4 shot,4192040,91crx,Estate 12ga 3in Steel 4 shot,bismanonline
https://touch.bismanonline.com/bismarck_nd/authentic_handmade_damascus_steel_katana_from_tama,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/524/5241/524169/06/m_066221349be05c2de25dd330e76f30a7.jpg,te('October 6th 2022',"Bismarck, ND","Make me an Offer. Authentic Handmade Damascus Steel Katana From Tamakatsu, Japan. ",4160339,Izzy,"Authentic Handmade Damascus Steel Katana From Tamakatsu, Japan. Has been sitting on my dresser for a year now. Ran into financial issues and this was the first to go.",bismanonline
https://touch.bismanonline.com/makoti_nd/anderson_windows_cabinets_skylight_steel_door_f,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/22/222/22241/9c/m_9c22a4cc8d22b268322dbad8ba466f5f.jpg,te('October 5th 2022',"Makoti, ND","Anderson windows, Cabinets, Skylight, Steel Door Frames, Doors",3640845,heavensjoker,"Anderson windows, Cabinets, Skylight, Steel Door Frames, Doors,",bismanonline
https://touch.bismanonline.com/linton_nd/12in_circle_1_4_plate_steel_great_for_target_pract,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/16/160/16016/ae/m_ae80c7c003954f0cc6b9a102ce04f16b.jpg,'September 15th 2022',"Linton, ND","12in circle 1/4""plate steel great for target practice",4066702,Thomas Vetter,"12in circle 1/4""plate steel great for target practice",bismanonline
https://touch.bismanonline.com/bismarck_nd/redwing_steel_toe_work_boots,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/113/1134/113487/7b/m_7b0a435c9421b5a795052234b3686f84.jpg,e('October 16th 2022',"Bismarck, ND",Redwing steel toe work boots,3908234,shaun,Redwing steel toe work boots,bismanonline
https://touch.bismanonline.com/fargo_nd/manfrotto_steel_wind_up_camera_stand_w_safety_rel,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/462/4628/462845/6c/m_6cfa536f73db28d88661b3238c9f6262.jpg,'September 15th 2022',"Fargo, ND",Manfrotto Steel Wind Up Camera Stand w/ Safety Release Cable (Model 078NW),4011383,Agri-Resources,We currently have TWO Manfrotto Steel wind up tripods available for sale.,bismanonline
https://touch.bismanonline.com/mandan_nd/30_inch_stainless_steel_backslash_in_new_in_box_co,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/190/1908/190871/b6/m_b6cfb5865acfd9f59886cc10c0aee006.jpg,'September 15th 2022',"Mandan, ND",30 inch stainless steel backslash in new in box condition. Did not fit my area and,3988829,bobo,30 inch stainless steel backslash in new in box condition. Did not fit my area and can not return. This can be delivered in Bismarck Mandan.,bismanonline
https://touch.bismanonline.com/bismarck_nd/prop_left_hand_rotation_stainless_steel_14_5_x_24,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/88/887/88729/c2/m_c263a96e5c53f9301343bcfefd1ee488.jpg,'September 15th 2022',"Bismarck, ND","PROP, LEFT HAND ROTATION Stainless Steel 14.5 x 24. Like new! This prop brand new",3843909,Brod,"PROP, LEFT HAND ROTATION Stainless Steel 14.5 x 24. Like new! This prop brand new is around $600.",bismanonline
https://touch.bismanonline.com/golva_nd/stainless_steel_hog_feeder,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/49/495/49585/cd/m_cde46182e3b7d6c35c5a160a71531893.jpg,'September 15th 2022',"Golva, ND",Stainless steel hog feeder,4130023,Robert,Stainless steel hog feeder,bismanonline
https://touch.bismanonline.com/dickinson_nd/i_have_11_steel_400_barrel_production_tanks_forsal,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/121/1212/121230/41/m_410e7ed32feed374dba45fd928039fc0.jpg,e('October 16th 2022',"Dickinson, ND",I have 11 steel 400 barrel production tanks forsale.,4160887,Joshua Jorde,I have 11 steel 400 barrel production tanks forsale.  ,bismanonline
https://touch.bismanonline.com/bismarck_nd/nfl_ladies_steelers_tops,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/2/26/2671/a7/m_a7c94180e6de83c6441f5163be585cf7.jpg,'September 15th 2022',"Bismarck, ND",NFL Ladies Steelers Tops,4097312,Angelann,NFL Ladies Steelers Tops,bismanonline
https://touch.bismanonline.com/beulah_nd/gm_2011_and_up_17x7_8_lug_steel_wheels,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/324/3242/324224/c0/m_c0d985d77682ad0c29ea96ca7115fdb9.jpg,e('October 16th 2022',"Beulah, ND",GM 2011 and up 17X7 8 lug steel wheels,4097169,Austin F.,GM 2011 and up 17X7 8 lug steel wheels,bismanonline
https://touch.bismanonline.com/garrison_nd/1997_alumacraft_17ft_2014_yamaha_tiller_with_stee,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/107/1073/107320/05/m_05e727d95fd40408788deb2f5994085d.jpg,'September 15th 2022',"Garrison, ND",1997 alumacraft 17ft. 2014 Yamaha tiller with steel vengence prop. 24v Terrova,4131402,rocky pease,"
",bismanonline
https://touch.bismanonline.com/saint_anthony_nd/for_sale_2_16_018,steel,,'September 15th 2022',"Saint Anthony, ND",STEEL FENCE,4163182,holiday,TWO 36 FT  ROLL'S  OF STEEL FENCE,bismanonline
https://touch.bismanonline.com/minot_nd/steel_prop_4,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/92/928/92804/4b/m_4b85d270f77900ed1cca7ee72c238bad.jpg,'September 15th 2022',"Minot, ND",Steel Prop,4098078,redwings,I'm selling my Steel Prop as I sold the boat. It is a 14.25 x 21 pitch that i had on my ,bismanonline
https://touch.bismanonline.com/lakewood_park_nd/for_sale_heavy_duty_steel_snow_dirt_loader_bucket,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/108/1083/108394/b3/m_b38e58000a58764e46fa7f0e923e0b9c.jpg,'September 15th 2022',"Lakewood Park, ND",For Sale: Heavy Duty Steel Snow/dirt loader bucket. It's a few years old but it ha,4070735,dwell,"For Sale: Heavy Duty Steel Snow/dirt loader bucket. It's a few years old but it has never been used. Excellent condition other than outside aged. 84"" wide.",bismanonline
https://touch.bismanonline.com/beulah_nd/steel_granaries_several_1000_bushel_steel_granari,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/109/1093/109319/af/m_af7d54ce70fc22b1777bcd49a9f5987b.jpg,e('October 16th 2022',"Beulah, ND",Steel Granaries! Several 1000 bushel steel granaries.  We stored between 900 to,2168889,Cowboy,"
",bismanonline
https://touch.bismanonline.com/mandan_nd/new_in_the_box_universal_truck_rack_steel_model,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/2/26/2694/11/m_117728bc909b0c8b941f997fb4c291b6.jpg,'September 15th 2022',"Mandan, ND",New in the box Universal Truck Rack Steel Model # X31-BLK.,4163698,TQMC,New in the box Universal Truck Rack Steel Model # X31-BLK.,bismanonline
https://touch.bismanonline.com/bismarck_nd/2_new_boltless_steel_shelving_70_for_both,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/67/674/67474/c2/m_c2406e4dab7ba78fb96bc2f2109971ba.jpg,e('October 16th 2022',"Bismarck, ND",2 new boltless steel shelving 40 for both text dont call,4135254,Johnny of All Trades,2 new boltless steel shelving NO INFO ON BOX PIECES ARE 48 inches 27 and 18 $40 for  both. NO SHELVES JUST FRAME,bismanonline
https://touch.bismanonline.com/hannover_nd/super_steel_3ft_wide_by_24_ft_long_22gag_galvize,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/419/4191/419104/5e/m_5eab4a6512e29966173603ad8f4b3eb7.jpg,'September 15th 2022',"Hannover, ND",(Have 3 bundles left). Super steel 3ft wide by 24 ft long 22gag.  Galvized .   I h,4132797,Cody n Rebecca,Super steel 3ft wide by 24 ft long 22gag.  Galvized .   I have 5 bundles of 30 sheets to a bundle.   $155 a sheet in the bundle r $160 if I break the bundle,bismanonline
https://touch.bismanonline.com/bismarck_nd/2_ace_zinc_plated_silver_steel_screen_storm_sash_h,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/22/222/22241/9e/m_9ef9ea8413b679cc150d310f53edb48f.jpg,e('October 16th 2022',"Bismarck, ND",2 Ace Zinc-Plated Silver Steel Screen/Storm Sash Hanger 2 pk,4019789,heavensjoker,2 Ace Zinc-Plated Silver Steel Screen/Storm Sash Hanger 2 pk,bismanonline
https://touch.bismanonline.com/minot_nd/sumner_stainless_steel_pipe_rollers_for_jack_stand,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/499/4994/499427/a2/m_a2752363200865ad5fffcc9973876a15.jpg,'September 15th 2022',"Minot, ND",Sumner stainless steel pipe rollers for jack stand and in new condition never used,3623605,Welding House,Sumner stainless steel pipe rollers for jack stand and in new condition never used,bismanonline
https://touch.bismanonline.com/mandan_nd/4_bags_100_7_16_steel_plywood_clips_15_00,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/31/313/31301/4a/m_4a652e19a6952e3bba746b072fbf9add.jpg,'September 15th 2022',"Mandan, ND","4 bags ,100 7/16 Steel Plywood Clips  $10.00",3966641,DKC,"4 bags ,100 7/16 Steel Plywood Clips  $15.00.",bismanonline
https://touch.bismanonline.com/douglas_nd/old_steel_building_to_take_down,steel,,'September 17th 2022',"Douglas, ND",old steel building to take down,4172627,Buildings On The Move,old steel building to take down,bismanonline
https://touch.bismanonline.com/harvey_nd/samsung_electric_slide_in_range_blk_stainless_stee,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/34/346/34600/3c/m_3c189eec71d80a4098dd271b43d419a1.jpg,'September 19th 2022',"Harvey, ND",Samsung Electric slide in Range blk stainless steel,4174534,ND farmer,Samsung Electric slide in Range blk stainless steel,bismanonline
https://touch.bismanonline.com/des_lacs_nd/1950s_heavy_steel_mgm_film_canister_with_leather,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/433/4333/433360/f1/m_f19f8874bb5d06b81dbbee9108150616.jpg,'September 16th 2022',"Des Lacs, ND",1950s heavy steel MGM film canister. With leather guides and spacer in great,4140646,Bruceinfargo,1950s heavy steel MGM film canister. With leather guides and spacer in great shape.,bismanonline
https://touch.bismanonline.com/bismarck_nd/yokohama_super_steel_my048_for_sale,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/312/3120/312068/ab/m_abc7033800727dfc32b4e0cc4a775da0.jpg,e('October 16th 2022',"Bismarck, ND",Yokohama Super Steel  MY048 for sale.,3565810,Snowman,Yokohama Super Steel  MY048 for sale.,bismanonline
https://touch.bismanonline.com/minot_nd/small_sturdy_4x6_utility_decoy_trailer_steel_and,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/11/115/11505/11/m_11a0f7519598bf6cfed780194c3751ed.jpg,'September 21st 2022',"Minot, ND",Small  sturdy 4x6 utility/decoy trailer. Steel and lockable storage on 15 inch,4176278,john17,"
",bismanonline
https://touch.bismanonline.com/max_nd/stainless_steel_5_blade_outboard_motor_propeller_w,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/140/1407/140725/ff/m_fff25382dab5d728adbfc5ff71b08cdd.jpg,'September 22nd 2022',"Max, ND",Stainless steel 5 blade outboard motor propeller was on a 90 hp Mercury Outboard.,4146415,ndguy442,Stainless steel 5 blade outboard motor propeller 20 pitch.,bismanonline
https://touch.bismanonline.com/mandan_nd/apple_watch_series_5_44mm_gps_and_cellular_stainl,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/73/731/73101/ad/m_ad624395caa4bb832c912cd22c7c2bed.jpg,'September 20th 2022',"Mandan, ND","Apple watch series 5 44mm gps and cellular, stainless steel version. Otterbox case",4080391,Db67,"Apple watch series 5 44mm gps and cellular, stainless steel version. Otterbox case/protector and charger ",bismanonline
https://touch.bismanonline.com/berthold_nd/electrolux_warming_drawer_30_stainless_steel,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/362/3624/362469/21/m_2121e54b621ef540e43a14e0a2b4f824.jpg,'September 17th 2022',"Berthold, ND",Electrolux Warming Drawer 30 Stainless Steel,3435860,JD,Electrolux Warming Drawer 30 Stainless Steel,bismanonline
https://touch.bismanonline.com/mott_nd/steel_flat_bar_1_5x5_and_some_1_5x12,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/379/3797/379704/87/m_87d6baede8bc2b2282ad7219667464de.jpg,'September 18th 2022',"Mott, ND",Steel flat bar 1.5x5 and some 1.5x12,3623034,StrykerElite,"
",bismanonline
https://touch.bismanonline.com/bismarck_nd/almost_new_steel_black_ranchhand_grillguard_to_fi,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/49/497/49761/ef/m_ef49061d45d944b2d94f76653ff50df9.jpg,'September 22nd 2022',"Bismarck, ND","Almost new, STEEL BLACK RANCHHAND GRILLGUARD to fit front of a 2011-2016 F250-F550",4146284,Dustin,"Almost new, STEEL BLACK RANCHHAND GRILL GUARD to fit front of a 2011 to 2016 Ford F-250, 350, 450, or 550. F450 and F-550 will need a different mounting kit to install. We bought this Grill Guard at Advanced Fleet Services brand new for a customer, long story short it was returned and almost new because it was on a farm truck for one week and returned. It will have mounting bracket scrapes and scuffs on it and gravel marks on it from farm use along with scuffs and scrapes like you can see in the last picture mostly from lack of care in shipping, but nothing bad and it is brand brand new out of the factory other then the one week it spent on a truck after installing it at Advanced Fleet Services. These Grill Guards Retail brand new for $950! Selling as is for $500 cash. Call or text Dustin at cell number listed for more pictures or questions. At Advanced Fleet Services Behind Sam's Club in Bismarck ND",bismanonline
https://touch.bismanonline.com/aneta_nd/antique_steel_seat_8,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/320/3204/320467/73/m_73629609dc9f2ff43d437ef420ccbdd2.jpg,'September 29th 2022',"Aneta, ND",Antique Steel seat,2330118,Nash,"
",bismanonline
https://touch.bismanonline.com/bottineau_nd/wheel_loader_quick_attach_bucket_hooks_many_types,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/314/3146/314617/f2/m_f287b663471677fee2d8702569454ba0.jpg,'September 29th 2022',"Bottineau, ND","Wheel loader quick attach bucket hooks, many types, all 1"" to  1 1/2"" steel plate;",2753295,herman,"Wheel loader quick attach bucket hooks, many types, up to  1 1/2"" steel plate; JCB,Cat, Deere, Case, Volvo, CAT Fusion",bismanonline
https://touch.bismanonline.com/bismarck_nd/haul_master_2_steel_hitch_ball,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/22/222/22241/ef/m_ef7eafc1b967fe7bc0b77d4960844ad5.jpg,'September 29th 2022',"Bismarck, ND","Haul-Master 2"" Steel Hitch Ball",3930961,heavensjoker,"Haul-Master 2"" Steel Hitch Ball",bismanonline
https://touch.bismanonline.com/mandan_nd/sybo_2021_upgrade_sr_cp_50c_commercial_grade_stain,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/513/5137/513729/ac/m_ac3baa294e0cb7bc5332c49a1ddc8e06.jpg,'September 23rd 2022',"Mandan, ND",SYBO 2021 UPGRADE SR-CP-50C Commercial Grade Stainless Steel Percolate Coffee Make,4178641,MAdi,"Used a few times, does not work with my set up! I have two of these.",bismanonline
https://touch.bismanonline.com/aneta_nd/antique_steel_seat,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/320/3204/320467/0b/m_0b4ccf94feb2d778e3594cf6d2ee40a8.jpg,'September 29th 2022',"Aneta, ND",Antique Steel Seat,2330115,Nash,"
",bismanonline
https://touch.bismanonline.com/baldwin_nd/mastercraft_36x80_primed_steel_6_panel_door_new,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/87/873/87358/21/m_21a13927aa6ffe30606392dfe21abe3c.jpg,'September 18th 2022',"Baldwin, ND",Mastercraft 36x80 primed steel 6 panel door. New. $50.,4173357,etta,Mastercraft 36x80 primed steel 6 panel door. New. $50.,bismanonline
https://touch.bismanonline.com/mandan_nd/dodge_383_steel_crankshaft,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/158/1580/158017/14/m_147e950131e56ee2c595cc5d87541572.jpg,'September 15th 2022',"Mandan, ND",Dodge 383 steel crankshaft,4094932,Jason,"
",bismanonline
https://touch.bismanonline.com/bismarck_nd/winchester_super_x_xpert_hi_velocity_waterfowl_ste,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/516/5163/516390/6b/m_6ba7e54797d640f0819216c81cf1c2cf.jpg,'September 15th 2022',"Bismarck, ND",Winchester Super-X Xpert Hi-Velocity Waterfowl Steel Shotshells - 12 Ga. - 3 inch,4169812,Justin,Winchester Super-X Xpert Hi-Velocity Waterfowl Steel Shotshells - 12 Ga. - 3 inch - BB Shot - 250 Rounds per case - 3 cases available - never been opened,bismanonline
https://touch.bismanonline.com/bismarck_nd/steel_frame_with_5_axles,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/6/62/6224/47/m_47c5b122a8527afceaa02e0aae679821.jpg,'September 15th 2022',"Bismarck, ND",steel frame with 5 axles 35000--UPDATED,3031892,nddl,steel frame with 5 axles ,bismanonline
https://touch.bismanonline.com/bismarck_nd/68_9_drawer_with_power_bank_and_stainless_steel_p,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/355/3557/355743/b9/m_b93d4703c83a51f6c4fc9ba70151fec9.jpg,'September 15th 2022',"Bismarck, ND","68"" 9 drawer with power bank and stainless steel power top.  I have had it about",4161678,Adam Vandal,"
",bismanonline
https://touch.bismanonline.com/beulah_nd/b_line_systems_channel_nut_w_spring_stainless_ste,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/106/1063/106375/b8/m_b8b0c405da1a88dad8465727c977516a.jpg,'September 15th 2022',"Beulah, ND","B-LINE SYSTEMS CHANNEL NUT W/ SPRING STAINLESS STEEL N224-SS6   1/4"" , 3/8"", 1/2"".",3919531,brad,"B-LINE STAINLESS STEEL SYSTEMS CHANNEL NUT W/ SPRING  N224-SS6   1/4"", 3/8"", 1/2"" 1-5/8""WD X 1-5/8""DP   Your choice. All are 100 per box.",bismanonline
https://touch.bismanonline.com/burlington_nd/used_white_8_steel_siding,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/55/559/55989/c3/m_c3a51b4c0de6ce4dfa199665a691362f.jpg,e('October 16th 2022',"Burlington, ND","Used white 8"" steel siding",3917774,Lightning_3383,"Used white 8"" steel siding",bismanonline
https://touch.bismanonline.com/beulah_nd/assorted_100_count_boxes_of_stainless_steel_dotti,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/106/1063/106375/82/m_82eb8f0bcfee26878ea0244598c35272.jpg,'September 15th 2022',"Beulah, ND",Assorted 100 count boxes of Stainless Steel  Dottie Bolts.,4069349,brad,Assorted 100 count  boxes of Stainless Steel  Dottie Bolts.,bismanonline
https://touch.bismanonline.com/bismarck_nd/steel_siding_cutter_double_5_like_new,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/243/2439/243968/25/m_25ba61762b2fa82508e31f2221d8fe24.jpg,'September 15th 2022',"Bismarck, ND",Steel Siding Cutter - Double 5 - Like New!,4071900,CR,Steel Siding Cutter - Double 5 - Like New!,bismanonline
https://touch.bismanonline.com/hazen_nd/misc_brass_steel_and_aluminum_fittings_and_valves,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/77/779/77973/9b/m_9b9ba7d3dbef64f3732dcde5b63c4ce9.jpg,e('October 16th 2022',"Hazen, ND",Misc brass steel and aluminum fittings and valves mostly new stuff,3713469,BDU,Misc brass steel and aluminum fittings and valves mostly new stuff will sell piece by piece or as a whole lot I have no use for it make an offer it just taking up space,bismanonline
https://touch.bismanonline.com/bismarck_nd/10_foot_steel_stair_rail_text_dont_call,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/67/674/67474/59/m_5902a09a1537807b2c6333300a560e9e.jpg,e('October 16th 2022',"Bismarck, ND",10 foot steel stair rail TEXT DONT CALL,4132008,Johnny of All Trades,10 foot steel stair rail TEXT DONT CALL,bismanonline
https://touch.bismanonline.com/bismarck_nd/steel_sided_24_foot_diameter_pool,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/60/608/60881/4c/m_4c735053c29e19185ef09706db23c4c6.jpg,e('October 16th 2022',"Bismarck, ND",Steel sided 24 foot diameter pool,4162542,Kent,24 ft diameter steel sided pool,bismanonline
https://touch.bismanonline.com/hague_nd/for_sale_1_2hp_milk_pump_with_stainless_steel_prop,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/139/1396/139641/45/m_459fc85a0a0b308b6a3aa74d01f669c6.jpg,'September 15th 2022',"Hague, ND",For sale 1/2hp milk pump with stainless steel propeller,4162471,jason,For sale 1/2hp milk pump with stainless steel propeller,bismanonline
https://touch.bismanonline.com/halliday_nd/weatherguard_41_inch_side_mount_steel_tool_box_i,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/5/57/5710/bf/m_bf9ac6cc159611306094e81dd64cc3de.jpg,e('October 16th 2022',"Halliday, ND",Weatherguard 41 inch side mount steel tool box. I have 2 for sale both in good,4202980,LT,Weatherguard 41 inch side mount steel tool box. I have 2 for sale both in good condition. 350 each or 600 for both.,bismanonline
https://touch.bismanonline.com/bismarck_nd/black_woodgrain_steel_trim_coil,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/10/107/10760/36/m_361c3e14ca4e468741685caf24aff82f.jpg,'September 15th 2022',"Bismarck, ND",Black WoodGrain Steel Trim Coil,4135008,Graham,Black WoodGrain Steel Trim Coil,bismanonline
https://touch.bismanonline.com/bismarck_nd/7_inch_deep_just_commercial_stainless_steel_sink,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/41/415/41578/22/m_2256361d6ee5a5868dbaabc253093e7c.jpg,'September 15th 2022',"Bismarck, ND","7 inch deep Just commercial stainless steel sink.  21.5"" square rough opening.  3",3966975,firecat2k3,"7 inch deep sink Just Commercial stainless steel sink.  21.5"" square rough opening.  3 hole, nice sink. 16 by 19 by 7 inside dimensions.   This sink by Just Commercial is probably around $300 new.",bismanonline
https://touch.bismanonline.com/harvey_nd/pipe_screet_skreet_skrete_concrete_tubing_rod_meta_e,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/375/3756/375618/19/m_19d45cc575f22d95b1d00f1877cddd3c.jpg,'September 16th 2022',"Harvey, ND",Pipe Screed concrete tubing rod metal iron steel galvanized scrap fe,4069277,Kevin F.,Pipe Screed concrete tubing rod metal iron steel galvanized scrap fence pole,bismanonline
https://touch.bismanonline.com/grand_forks_nd/we_manufacture_the_following_products,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/570/5704/570482/0d/m_0d0784d18aee6e99c78dea1ed36c54cc.jpg,'September 16th 2022',"Grand Forks, ND",Stainless-Steel Replacement Parts for John Deere 1900 & 1910 Air Seeders,4098123,Air Seeder Parts,We manufacture the following products:,bismanonline
https://touch.bismanonline.com/grand_forks_nd/stainless_steel_tubes_6,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/570/5704/570482/79/m_79ab89268c3add1b36c767f5ee668f88.jpg,'September 16th 2022',"Grand Forks, ND",Stainless-Steel Tubes,4098128,Air Seeder Parts,"Air Seeder Parts, LLC manufactures stainless-steel replacement tubes/pipes for John Deere 1900 and 1910 Air Carts.",bismanonline
https://touch.bismanonline.com/bismarck_nd/pole_barn_steel,steel,,'September 16th 2022',"Bismarck, ND",Pole Barn Steel,2875706,Roger,Pole Barn Steel,bismanonline
https://touch.bismanonline.com/grand_forks_nd/air_seeder_complete_cart_solution_stainless_stee,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/570/5704/570482/fc/m_fc4faa701980a2c0ffd9fc2f92eaeae2.jpg,'September 16th 2022',"Grand Forks, ND",Air Seeder Complete Cart Solution - Stainless Steel,4098135,Air Seeder Parts,"Transition alone (TRANS415 & TRANS550), or Kits (TRANS415KIT & TRANS550KIT) - includes gasket and hardware",bismanonline
https://touch.bismanonline.com/grand_forks_nd/stainless_steel_replacement_parts_for_john_deere_1_7,steel,https://d2viduam6g2fks.cloudfront.net/UserFiles/570/5704/570482/dd/m_ddfd643a91c8d02bbb29dce83961acc6.jpg,'September 16th 2022',"Grand Forks, ND",Stainless-Steel Replacement Parts for John Deere 1900 & 1910 Air Seeders,4098139,Air Seeder Parts,We manufacture the following products:,bismanonline
